Date,TSLA,BND,META,XLC,AGG,XLV,QQQ,XLF,AAPL,XLB,JBND,AMZN,SPY,XLY,XLK,JPM,XLP,XLU,ITOT,XLRE,XLE,VBR,MSFT,IWM,XLI,GOOGL
1980-03-17,,,,,,,,,,,,,,,,1.0594985485076904,,,,,,,,,,
1980-03-18,,,,,,,,,,,,,,,,1.0672889947891235,,,,,,,,,,
1980-03-19,,,,,,,,,,,,,,,,1.0828700065612793,,,,,,,,,,
1980-03-20,,,,,,,,,,,,,,,,1.0750788450241089,,,,,,,,,,
1980-03-21,,,,,,,,,,,,,,,,1.0984504222869873,,,,,,,,,,
1980-03-24,,,,,,,,,,,,,,,,1.0711842775344849,,,,,,,,,,
1980-03-25,,,,,,,,,,,,,,,,1.0672889947891235,,,,,,,,,,
1980-03-26,,,,,,,,,,,,,,,,1.0750788450241089,,,,,,,,,,
1980-03-27,,,,,,,,,,,,,,,,1.0672889947891235,,,,,,,,,,
1980-03-28,,,,,,,,,,,,,,,,1.0556035041809082,,,,,,,,,,
1980-03-31,,,,,,,,,,,,,,,,1.0867654085159302,,,,,,,,,,
1980-04-01,,,,,,,,,,,,,,,,1.0750788450241089,,,,,,,,,,
1980-04-02,,,,,,,,,,,,,,,,1.1140316724777222,,,,,,,,,,
1980-04-03,,,,,,,,,,,,,,,,1.1568788290023804,,,,,,,,,,
1980-04-07,,,,,,,,,,,,,,,,1.1646702289581299,,,,,,,,,,
1980-04-08,,,,,,,,,,,,,,,,1.145193338394165,,,,,,,,,,
1980-04-09,,,,,,,,,,,,,,,,1.129611849784851,,,,,,,,,,
1980-04-10,,,,,,,,,,,,,,,,1.152983546257019,,,,,,,,,,
1980-04-11,,,,,,,,,,,,,,,,1.152983546257019,,,,,,,,,,
1980-04-14,,,,,,,,,,,,,,,,1.1490881443023682,,,,,,,,,,
1980-04-15,,,,,,,,,,,,,,,,1.1218211650848389,,,,,,,,,,
1980-04-16,,,,,,,,,,,,,,,,1.141297698020935,,,,,,,,,,
1980-04-17,,,,,,,,,,,,,,,,1.1218211650848389,,,,,,,,,,
1980-04-18,,,,,,,,,,,,,,,,1.1140316724777222,,,,,,,,,,
1980-04-21,,,,,,,,,,,,,,,,1.0867654085159302,,,,,,,,,,
1980-04-22,,,,,,,,,,,,,,,,1.1218211650848389,,,,,,,,,,
1980-04-23,,,,,,,,,,,,,,,,1.1218211650848389,,,,,,,,,,
1980-04-24,,,,,,,,,,,,,,,,1.1140316724777222,,,,,,,,,,
1980-04-25,,,,,,,,,,,,,,,,1.0984504222869873,,,,,,,,,,
1980-04-28,,,,,,,,,,,,,,,,1.1218211650848389,,,,,,,,,,
1980-04-29,,,,,,,,,,,,,,,,1.1257177591323853,,,,,,,,,,
1980-04-30,,,,,,,,,,,,,,,,1.1374021768569946,,,,,,,,,,
1980-05-01,,,,,,,,,,,,,,,,1.1568788290023804,,,,,,,,,,
1980-05-02,,,,,,,,,,,,,,,,1.168565034866333,,,,,,,,,,
1980-05-05,,,,,,,,,,,,,,,,1.23088800907135,,,,,,,,,,
1980-05-06,,,,,,,,,,,,,,,,1.2114115953445435,,,,,,,,,,
1980-05-07,,,,,,,,,,,,,,,,1.23088800907135,,,,,,,,,,
1980-05-08,,,,,,,,,,,,,,,,1.2269928455352783,,,,,,,,,,
1980-05-09,,,,,,,,,,,,,,,,1.2192025184631348,,,,,,,,,,
1980-05-12,,,,,,,,,,,,,,,,1.2153067588806152,,,,,,,,,,
1980-05-13,,,,,,,,,,,,,,,,1.2114115953445435,,,,,,,,,,
1980-05-14,,,,,,,,,,,,,,,,1.2153067588806152,,,,,,,,,,
1980-05-15,,,,,,,,,,,,,,,,1.2114115953445435,,,,,,,,,,
1980-05-16,,,,,,,,,,,,,,,,1.2075167894363403,,,,,,,,,,
1980-05-19,,,,,,,,,,,,,,,,1.2347831726074219,,,,,,,,,,
1980-05-20,,,,,,,,,,,,,,,,1.2114115953445435,,,,,,,,,,
1980-05-21,,,,,,,,,,,,,,,,1.2036216259002686,,,,,,,,,,
1980-05-22,,,,,,,,,,,,,,,,1.2153067588806152,,,,,,,,,,
1980-05-23,,,,,,,,,,,,,,,,1.23088800907135,,,,,,,,,,
1980-05-27,,,,,,,,,,,,,,,,1.2192025184631348,,,,,,,,,,
1980-05-28,,,,,,,,,,,,,,,,1.2386785745620728,,,,,,,,,,
1980-05-29,,,,,,,,,,,,,,,,1.2230974435806274,,,,,,,,,,
1980-05-30,,,,,,,,,,,,,,,,1.2192025184631348,,,,,,,,,,
1980-06-02,,,,,,,,,,,,,,,,1.2114115953445435,,,,,,,,,,
1980-06-03,,,,,,,,,,,,,,,,1.2192025184631348,,,,,,,,,,
1980-06-04,,,,,,,,,,,,,,,,1.250363826751709,,,,,,,,,,
1980-06-05,,,,,,,,,,,,,,,,1.2464686632156372,,,,,,,,,,
1980-06-06,,,,,,,,,,,,,,,,1.3087915182113647,,,,,,,,,,
1980-06-09,,,,,,,,,,,,,,,,1.2464686632156372,,,,,,,,,,
1980-06-10,,,,,,,,,,,,,,,,1.265945553779602,,,,,,,,,,
1980-06-11,,,,,,,,,,,,,,,,1.2893155813217163,,,,,,,,,,
1980-06-12,,,,,,,,,,,,,,,,1.2854207754135132,,,,,,,,,,
1980-06-13,,,,,,,,,,,,,,,,1.3399540185928345,,,,,,,,,,
1980-06-16,,,,,,,,,,,,,,,,1.293211579322815,,,,,,,,,,
1980-06-17,,,,,,,,,,,,,,,,1.293211579322815,,,,,,,,,,
1980-06-18,,,,,,,,,,,,,,,,1.265945553779602,,,,,,,,,,
1980-06-19,,,,,,,,,,,,,,,,1.2230974435806274,,,,,,,,,,
1980-06-20,,,,,,,,,,,,,,,,1.2153067588806152,,,,,,,,,,
1980-06-23,,,,,,,,,,,,,,,,1.2114115953445435,,,,,,,,,,
1980-06-24,,,,,,,,,,,,,,,,1.2464686632156372,,,,,,,,,,
1980-06-25,,,,,,,,,,,,,,,,1.250363826751709,,,,,,,,,,
1980-06-26,,,,,,,,,,,,,,,,1.2464686632156372,,,,,,,,,,
1980-06-27,,,,,,,,,,,,,,,,1.250363826751709,,,,,,,,,,
1980-06-30,,,,,,,,,,,,,,,,1.2464686632156372,,,,,,,,,,
1980-07-01,,,,,,,,,,,,,,,,1.2464686632156372,,,,,,,,,,
1980-07-02,,,,,,,,,,,,,,,,1.250363826751709,,,,,,,,,,
1980-07-03,,,,,,,,,,,,,,,,1.2542588710784912,,,,,,,,,,
1980-07-07,,,,,,,,,,,,,,,,1.2542588710784912,,,,,,,,,,
1980-07-08,,,,,,,,,,,,,,,,1.2542588710784912,,,,,,,,,,
1980-07-09,,,,,,,,,,,,,,,,1.250363826751709,,,,,,,,,,
1980-07-10,,,,,,,,,,,,,,,,1.2620497941970825,,,,,,,,,,
1980-07-11,,,,,,,,,,,,,,,,1.265945553779602,,,,,,,,,,
1980-07-14,,,,,,,,,,,,,,,,1.3087915182113647,,,,,,,,,,
1980-07-15,,,,,,,,,,,,,,,,1.293211579322815,,,,,,,,,,
1980-07-16,,,,,,,,,,,,,,,,1.3126872777938843,,,,,,,,,,
1980-07-17,,,,,,,,,,,,,,,,1.3204774856567383,,,,,,,,,,
1980-07-18,,,,,,,,,,,,,,,,1.3321634531021118,,,,,,,,,,
1980-07-21,,,,,,,,,,,,,,,,1.3983821868896484,,,,,,,,,,
1980-07-22,,,,,,,,,,,,,,,,1.3477445840835571,,,,,,,,,,
1980-07-23,,,,,,,,,,,,,,,,1.3126872777938843,,,,,,,,,,
1980-07-24,,,,,,,,,,,,,,,,1.3204774856567383,,,,,,,,,,
1980-07-25,,,,,,,,,,,,,,,,1.3048970699310303,,,,,,,,,,
1980-07-28,,,,,,,,,,,,,,,,1.293211579322815,,,,,,,,,,
1980-07-29,,,,,,,,,,,,,,,,1.3010015487670898,,,,,,,,,,
1980-07-30,,,,,,,,,,,,,,,,1.3048970699310303,,,,,,,,,,
1980-07-31,,,,,,,,,,,,,,,,1.3048970699310303,,,,,,,,,,
1980-08-01,,,,,,,,,,,,,,,,1.293211579322815,,,,,,,,,,
1980-08-04,,,,,,,,,,,,,,,,1.2815262079238892,,,,,,,,,,
1980-08-05,,,,,,,,,,,,,,,,1.265945553779602,,,,,,,,,,
1980-08-06,,,,,,,,,,,,,,,,1.2737360000610352,,,,,,,,,,
1980-08-07,,,,,,,,,,,,,,,,1.293211579322815,,,,,,,,,,
1980-08-08,,,,,,,,,,,,,,,,1.2854207754135132,,,,,,,,,,
1980-08-11,,,,,,,,,,,,,,,,1.2776305675506592,,,,,,,,,,
1980-08-12,,,,,,,,,,,,,,,,1.2815262079238892,,,,,,,,,,
1980-08-13,,,,,,,,,,,,,,,,1.2737360000610352,,,,,,,,,,
1980-08-14,,,,,,,,,,,,,,,,1.2776305675506592,,,,,,,,,,
1980-08-15,,,,,,,,,,,,,,,,1.3087915182113647,,,,,,,,,,
1980-08-18,,,,,,,,,,,,,,,,1.293211579322815,,,,,,,,,,
1980-08-19,,,,,,,,,,,,,,,,1.2893155813217163,,,,,,,,,,
1980-08-20,,,,,,,,,,,,,,,,1.2854207754135132,,,,,,,,,,
1980-08-21,,,,,,,,,,,,,,,,1.2893155813217163,,,,,,,,,,
1980-08-22,,,,,,,,,,,,,,,,1.293211579322815,,,,,,,,,,
1980-08-25,,,,,,,,,,,,,,,,1.293211579322815,,,,,,,,,,
1980-08-26,,,,,,,,,,,,,,,,1.3087915182113647,,,,,,,,,,
1980-08-27,,,,,,,,,,,,,,,,1.2815262079238892,,,,,,,,,,
1980-08-28,,,,,,,,,,,,,,,,1.2698402404785156,,,,,,,,,,
1980-08-29,,,,,,,,,,,,,,,,1.2776305675506592,,,,,,,,,,
1980-09-02,,,,,,,,,,,,,,,,1.2971073389053345,,,,,,,,,,
1980-09-03,,,,,,,,,,,,,,,,1.3438488245010376,,,,,,,,,,
1980-09-04,,,,,,,,,,,,,,,,1.3282687664031982,,,,,,,,,,
1980-09-05,,,,,,,,,,,,,,,,1.3204774856567383,,,,,,,,,,
1980-09-08,,,,,,,,,,,,,,,,1.3282687664031982,,,,,,,,,,
1980-09-09,,,,,,,,,,,,,,,,1.2971073389053345,,,,,,,,,,
1980-09-10,,,,,,,,,,,,,,,,1.3087915182113647,,,,,,,,,,
1980-09-11,,,,,,,,,,,,,,,,1.3321634531021118,,,,,,,,,,
1980-09-12,,,,,,,,,,,,,,,,1.3282687664031982,,,,,,,,,,
1980-09-15,,,,,,,,,,,,,,,,1.3360589742660522,,,,,,,,,,
1980-09-16,,,,,,,,,,,,,,,,1.3282687664031982,,,,,,,,,,
1980-09-17,,,,,,,,,,,,,,,,1.3321634531021118,,,,,,,,,,
1980-09-18,,,,,,,,,,,,,,,,1.3360589742660522,,,,,,,,,,
1980-09-19,,,,,,,,,,,,,,,,1.3321634531021118,,,,,,,,,,
1980-09-22,,,,,,,,,,,,,,,,1.3282687664031982,,,,,,,,,,
1980-09-23,,,,,,,,,,,,,,,,1.3321634531021118,,,,,,,,,,
1980-09-24,,,,,,,,,,,,,,,,1.3243738412857056,,,,,,,,,,
1980-09-25,,,,,,,,,,,,,,,,1.3048970699310303,,,,,,,,,,
1980-09-26,,,,,,,,,,,,,,,,1.2425730228424072,,,,,,,,,,
1980-09-29,,,,,,,,,,,,,,,,1.2230974435806274,,,,,,,,,,
1980-09-30,,,,,,,,,,,,,,,,1.2347831726074219,,,,,,,,,,
1980-10-01,,,,,,,,,,,,,,,,1.2230974435806274,,,,,,,,,,
1980-10-02,,,,,,,,,,,,,,,,1.2425730228424072,,,,,,,,,,
1980-10-03,,,,,,,,,,,,,,,,1.265945553779602,,,,,,,,,,
1980-10-06,,,,,,,,,,,,,,,,1.2776305675506592,,,,,,,,,,
